Date,龙头动量轮动策略,沪深300ETF |,等权重组合
2022-12-07,-0.05180839278769568,-0.30510038868081135,-0.08571443381097565
2022-12-08,-0.04719808574508098,-0.3035680764608742,-0.0877009657840824
2022-12-09,-0.03925860064291033,-0.2977793414077785,-0.08528441228796939
2022-12-12,-0.05744142636553626,-0.3049301317674848,-0.09099430864420989
2022-12-13,-0.05282662623553631,-0.3068029578140747,-0.09252589897823509
2022-12-14,-0.05103827760989692,-0.30510038868081135,-0.09185275680279263
2022-12-15,-0.05416007472503526,-0.3054409025074641,-0.09072586915384008
2022-12-16,-0.047802855307109614,-0.3047598748541587,-0.09764957452390575
2022-12-19,-0.06250823108647315,-0.31463477582708654,-0.1142773724548583
2022-12-20,-0.07109142584134294,-0.32536096136664644,-0.12252822352666246
2022-12-21,-0.06538919871777242,-0.3258717321066253,-0.12649411047944656
2022-12-22,-0.06321873797163025,-0.3245096768000147,-0.1308839384469143
2022-12-23,-0.0653526549403739,-0.32621224593327786,-0.13440116362986773
2022-12-26,-0.06985732450624686,-0.32467993371334103,-0.12988673508202056
2022-12-27,-0.06446961349963047,-0.3166778587870028,-0.12136186241384564
2022-12-28,-0.06573626475667158,-0.31889119866024523,-0.1285613836286396
2022-12-29,-0.0661514260310508,-0.32093428162016135,-0.13014221611203083
2022-12-30,-0.06309712507307473,-0.31821017100694005,-0.12639891563603656
2023-01-03,-0.06143837705689731,-0.31633734496035026,-0.1074549424365247
2023-01-04,-0.052183515661154735,-0.3154860603937185,-0.10542335489355276
2023-01-05,-0.02412738002582974,-0.30271679189424255,-0.09449060092965932
2023-01-06,-0.02469850135566381,-0.2999926812810212,-0.09491284737644969
2023-01-09,-0.013214769077773568,-0.2957362584478625,-0.08536744611473421
2023-01-10,-0.01584092873114677,-0.29471471696790463,-0.08575769513248267
2023-01-11,-0.012394830553193558,-0.29471471696790463,-0.0893843694652419
2023-01-12,-0.013172633902740254,-0.2936931754879466,-0.08835945493127186
2023-01-13,0.0,-0.2831372468617132,-0.08139946587219972
2023-01-16,0.0,-0.28330750377503944,-0.07037989022389772
2023-01-17,-0.008242595395287912,-0.28398853142834474,-0.07327261729798887
2023-01-18,-0.014038506231398101,-0.285520843648282,-0.07115709880407294
2023-01-19,-0.008546244243914198,-0.28075365007514425,-0.058880552500902225
2023-01-20,-0.010874088442638,-0.27683774106863845,-0.05055773213387088
2023-01-30,-0.015323760820483135,-0.2727515751488061,-0.04368486380059997
2023-01-31,-0.03267650578848325,-0.280583393161818,-0.05034860251976183
2023-02-01,-0.03081776827576117,-0.2753054288487012,-0.028573006370777105
2023-02-02,-0.031659912507693844,-0.27700799798196485,-0.024889813214758146
2023-02-03,-0.03962153254417867,-0.28432904525499764,-0.02372564507215574
2023-02-06,-0.050864065196447227,-0.2940336893145991,-0.023888024548506425
2023-02-07,-0.037775597734761926,-0.2923311201813358,-0.013830365380734538
